2,28
5,43
12,07
2,83
4,03
2,49
5,12
1,05
4,00
5,62
25,17
5,54
2,15
5,89
9,40
1,65
8,75
1,30
2,58
4,78
2,39
4,91
0,61
2,85
4,60
9,20
3,24
26,04
1,23
0,36
9,28
1,61
2,25
4,48
3,96
3,50
14,27
11,43
6,21
25,85
1,20
0,83
3,56
21,75
2,00
9,25
5,93
2,92
3,31
9,18
5,73
9,41
4,61
9,07
9,23
21,13
8,86
6,26
11,31
7,87
3,84
12,32
15,23
3,32
4,89
