7,66
11,72
19,68
11,96
8,31
9,55
4,07
2,82
5,81
6,63
25,64
5,15
3,82
6,21
10,29
1,18
4,69
0,51
1,95
19,73
1,70
3,02
1,50
17,05
6,75
1,91
2,09
12,32
5,56
1,31
7,94
1,95
1,52
2,60
5,92
3,34
4,72
10,17
8,36
7,47
3,26
7,07
5,25
11,88
3,45
17,29
7,37
10,94
6,09
3,12
7,28
9,36
7,97
7,15
17,82
11,72
9,95
10,71
20,92
11,89
4,17
9,23
11,99
4,18
15,55
